股票代號,股票名稱,收盤價,月平均價
"087662","日月光元大24購02","","5.48"
"087663","富邦媒元大24購01","2.09","2.45"
"087664","台灣50富邦26購03","","2.63"
"087665","台亞富邦28購01","1.26","1.41"
"087666","正文富邦25購01","0.67","0.81"
"087668","旺宏第一28購01","","1.14"
"087669","南亞科第一26購01","0.69","0.73"
"08766P","聯電第一29售01","0.73","0.72"
"087670","香港2X國票25購04","3.03","2.94"
"087671","智易國票25購01","1.90","2.33"
"087672","貿聯國票25購01","2.13","2.69"
"087673","同欣電國票25購01","2.15","2.23"
"087674","萬海中信25購01","2.21","1.74"
"087675","大立光中信26購01","1.83","1.94"
"087676","晶技中信24購01","1.52","1.56"
"087677","T50反1國泰2A購02","0.26","0.26"
"087678","鴻海國泰26購01","0.67","0.79"
"087679","台積電國泰27購01","","6.38"
"08767P","台積電凱基24售07","0.91","0.88"
"087680","台積電國泰27購02","5.50","6.83"
"087681","潤泰新康和24購01","1.95","2.26"
"087682","金寶永豐25購01","","0.55"
"087683","金像電永豐26購01","0.94","1.01"
"087684","愛普永豐25購02","1.43","1.80"
"087685","晶心科永豐25購01","","3.61"
"087686","振樺電永豐25購01","0.55","0.69"
"087687","臺股指永豐25購03","","3.74"
"087688","華通群益24購05","1.45","1.64"
"087689","台積電群益24購07","5.05","5.05"
"08768P","萬海凱基25售03","0.40","0.63"
"087691","友訊群益24購01","0.68","0.83"
"087692","義隆群益24購01","","2.48"
"087693","強茂群益24購03","","11.45"
"087694","晶心科群益26購01","4.79","4.62"
"087695","鈺齊群益24購01","","2.55"
"087696","臺股指群益25購01","7.55","8.15"
"087697","電子類群益25購01","3.70","4.38"
"087698","強茂兆豐25購02","","2.58"
"087699","健策兆豐24購02","","1.07"
"08769P","大立光凱基23售07","0.04","0.06"
"087702","台積電統一29購03","2.09","2.26"
"087703","台積電統一2A購03","3.56","3.90"
"087704","台積電統一2A購04","2.47","2.47"
"087707","台灣50凱基2A購02","3.28","4.18"
"087708","元日2X凱基29購01","0.96","0.97"
"087709","統一凱基24購02","1.10","1.18"
"08770P","大立光凱基23售08","","0.77"
"087710","華新凱基25購06","","5.00"
"087711","台達電凱基26購03","1.96","2.29"
"087712","金寶凱基28購01","1.93","2.08"
"087713","台積電凱基24購17","7.05","8.44"
"087714","台積電凱基2A購04","","5.50"
"087715","台積電凱基31購05","","8.46"
"087716","怡利電凱基25購03","1.38","1.78"
"087717","長榮航凱基25購09","2.91","2.89"
"087718","啟碁凱基24購03","","1.50"
"087719","晶心科凱基24購01","5.20","5.30"
"08771P","愛普凱基23售03","","0.41"
"087720","臺股指凱基26購31","4.03","4.24"
"087721","上銀法興24購02","1.72","1.88"
"087724","日月光法興24購02","4.59","5.21"
"087725","大成鋼元富24購02","1.63","1.96"
"087726","台達電元富24購01","1.24","1.58"
"087727","旺宏元富26購01","2.81","3.07"
"087728","華邦電元富26購01","2.71","3.19"
"087729","南亞科元富27購01","1.65","1.92"
"08772P","聯電元大23售50","","0.61"
"087730","國泰金元富24購04","2.43","2.72"
"087731","聯詠元富24購03","4.79","4.60"
"087732","京鼎元富24購02","","2.42"
"087733","晶心科元富27購01","","5.22"
"087734","台塑麥證24購01","1.82","2.18"
"087735","萬海麥證24購01","2.94","2.50"
"087736","FB台半元大26購02","","2.05"
"087737","FB台半元大28購01","","1.71"
"087738","華新元大2A購05","","8.75"
"087739","鴻海元大2A購04","","0.80"
"08773P","鴻海元大25售07","","0.62"
"087740","台積電元大29購12","","6.75"
"087741","台積電元大2A購09","4.14","4.43"
"087743","華碩元大24購02","2.00","2.59"
"087744","南亞科元大24購02","1.97","2.33"
"087745","友達元大24購06","0.48","0.69"
"087746","友達元大29購03","0.80","0.99"
"087747","長榮元大2A購06","2.84","2.90"
"087748","榮運元大24購03","1.69","1.83"
"087749","榮運元大29購01","1.97","2.02"
"08774P","台積電元大23售61","0.23","0.24"
"087750","電子類元大24購03","2.67","3.09"
"087751","電子類元大25購02","","3.85"
"087752","金融類元大24購03","","2.16"
"087753","金融類元大25購02","1.55","1.79"
"087754","台積電富邦2A購02","","3.18"
"087755","友達富邦26購01","0.38","0.49"
"087758","欣興第一25購01","1.20","1.51"
"087760","大成鋼國票25購01","2.65","3.05"
"087762","台積電國票25購09","3.77","4.11"
"087763","台積電國票26購02","","3.53"
"087764","建準國票25購02","2.27","2.46"
"087765","敦泰國票25購02","0.62","0.88"
"087766","潤泰新國票25購01","","2.69"
"087768","榮運兆豐26購01","1.06","1.07"
"087769","長榮航兆豐26購02","1.32","1.52"
"08776P","友達元富23售03","","1.38"
"087770","國泰金兆豐24購01","","1.71"
"087771","中信金兆豐25購01","","1.92"
"087772","矽力兆豐24購02","","1.73"
"087773","威鋒電兆豐25購01","","2.20"
"087775","宏達電統一25購05","","1.24"
"087776","FB越南群益26購01","","0.64"
"087778","長榮航群益24購07","","3.06"
"087779","奇鋐群益24購02","1.10","1.39"
"08777P","聯發科元富23售05","","0.32"
"087781","京鼎群益24購01","1.68","2.10"
"087782","嘉澤群益24購02","2.14","2.62"
"087783","貿聯群益24購02","1.65","2.28"
"087784","新唐群益25購03","1.46","1.67"
"087785","矽格群益26購01","0.63","0.71"
"087786","南電群益25購01","","6.41"
"087788","臺股指群益2A購01","","7.20"
"087789","華航康和24購04","1.32","1.36"
"087790","長榮航康和24購06","","1.83"
"087791","T50反1永豐26購01","0.17","0.15"
"087792","華新永豐24購01","3.55","3.88"
"087793","台積電永豐25購04","","2.82"
"087794","佳世達永豐24購01","0.80","1.01"
"087795","台光電永豐24購01","","3.20"
"087796","長榮航永豐24購04","1.86","2.02"
"087797","台勝科永豐25購02","1.13","1.34"
"087798","新唐永豐24購01","1.93","2.20"
"087799","台表科永豐25購01","1.79","1.92"
"08779P","旺宏麥證25售01","0.89","1.02"
"087800","康舒永豐25購01","0.82","0.92"
"087801","聯電麥證27購01","","4.30"
"087802","富邦金麥證24購02","","3.73"
"087803","國泰金麥證24購02","2.12","2.74"
"087805","SGBR2X凱基28購06","","1.51"
"087806","東鹼凱基26購02","1.31","1.60"
"087807","金寶凱基25購02","","0.60"
"087808","華通凱基26購02","1.47","1.90"
"087809","台積電凱基2A購05","","5.52"
"08780P","貿聯元富23售01","","2.39"
"087810","台積電凱基2A購06","","6.66"
"087811","凌陽凱基25購02","1.60","1.92"
"087812","聯發科凱基29購05","","8.78"
"087813","晶華凱基24購02","","4.89"
"087814","新唐凱基25購04","","1.85"
"087815","AES凱基26購01","","3.07"
"087817","新唐中信26購01","1.29","1.42"
"087818","聯電國泰26購01","2.32","2.64"
"087819","T50反1元大28購06","","0.25"
"08781P","群創中信23售03","0.52","0.44"
"087821","T50反1元大29購04","","0.27"
"087822","美指2X元大2A購01","0.26","0.26"
"087823","華新元大24購08","3.83","4.23"
"087824","鴻海元大2A購05","","1.14"
"087825","台積電元大29購13","","5.04"
"087826","台積電元大2A購10","","3.98"
"087827","友達元大24購07","0.51","0.72"
"087828","友達元大24購08","0.58","0.82"
"087829","友達元大28購02","","0.86"
"08782P","道瓊2X群益23售01","0.71","0.59"
"087830","宏達電元大2A購01","","2.08"
"087831","長榮元大2A購07","2.50","2.41"
"087832","陽明元大24購16","1.93","1.84"
"087833","陽明元大29購01","2.02","1.93"
"087834","華航元大24購15","2.46","2.50"
"087835","華航元大29購01","2.14","2.17"
"087836","長榮航元大24購27","2.81","2.97"
"087837","慧洋元大24購03","2.25","1.95"
"087838","玉山金元大24購01","1.39","1.61"
"087839","玉山金元大24購02","","1.92"
"08783P","東陽群益23售02","2.13","1.51"
"087841","新光金元大26購01","0.93","0.92"
"087842","永豐金元大24購02","0.76","1.08"
"087843","嘉晶元大24購03","","0.98"
"087844","群創元大24購02","","0.77"
"087845","力智元大24購02","","2.51"
"087846","力智元大24購03","","2.33"
"087849","台勝科兆豐25購01","1.27","1.43"
"08784P","華新群益23售05","","0.27"
"087850","南亞科統一25購01","","1.14"
"087851","宏達電統一25購06","1.06","1.23"
"087852","三陽永豐24購01","0.72","1.11"
"087853","南亞科永豐25購01","0.58","0.71"
"087854","宏達電永豐24購03","","1.98"
"087855","玉晶光永豐25購01","2.15","2.49"
"087856","晶睿永豐25購03","","5.46"
"087857","群創永豐24購01","0.15","0.23"
"087858","威鋒電永豐24購03","2.01","2.57"
"087859","富鼎永豐25購03","1.28","1.50"
"08785P","華邦電麥證24售01","","0.30"
"087860","T50反1中信28購01","0.40","0.38"
"087862","聯發科中信27購01","1.54","1.56"
"087863","陽明中信24購01","1.83","1.58"
"087864","大立光中信27購01","2.71","2.75"
"087866","臺股指中信25購11","1.85","2.08"
"087867","長榮航國泰26購03","2.04","2.21"
"087870","台灣50群益25購02","","8.93"
"087871","A50正2群益26購01","1.51","1.55"
"087872","三陽群益24購01","0.60","1.05"
"087874","台積電群益25購08","","6.58"
"087875","長榮群益26購01","2.88","2.65"
"087876","長榮群益26購02","2.40","2.25"
"087877","長榮群益26購03","3.17","2.51"
"087878","玉晶光群益24購01","","2.31"
"087879","天鈺群益24購01","0.71","0.78"
"08787P","台積電元大24售31","0.05","0.06"
"087880","潤泰新群益24購01","","2.28"
"087882","臺股指群益24購22","8.80","9.67"
"087887","滬深2X元富24購03","1.51","1.51"
"087888","美費半元富24購01","","2.56"
"087889","聯電元富24購09","2.41","2.86"
"08788P","台積電元大24售32","","0.36"
"087891","長榮元富27購06","1.30","1.22"
"087892","晶睿元富27購01","","3.94"
"087893","同欣電元富27購01","","1.58"
"087894","宏達電麥證26購01","","1.72"
"087895","中磊麥證24購01","1.15","1.40"
"087896","T50反1國票28購03","0.25","0.25"
"087897","T50反1國票29購02","","0.30"
"087898","允強國票25購02","","1.05"
"087899","光罩國票25購03","","8.30"
"08789P","創意元大25售07","1.23","1.36"
"087901","飛宏國票25購01","","1.98"
"087902","宏達電國票25購03","","2.66"
"087903","長榮航國票24購07","2.70","2.79"
"087904","長榮航國票25購04","","2.84"
"087905","拓凱國票25購01","2.05","2.17"
"087906","振樺電國票25購01","0.74","0.92"
"087907","臺股指法興24購01","2.46","2.72"
"08790P","創意元大25售08","1.57","1.61"
"087912","香港2X元大26購01","2.04","2.11"
"087913","道瓊反元大27購01","0.28","0.24"
"087914","中砂元大24購02","1.15","1.51"
"087915","東鹼元大27購01","1.15","1.40"
"087916","台達電元大2A購01","2.03","2.22"
"087917","華通元大24購04","2.01","2.37"
"087918","台積電元大24購35","","5.12"
"087919","台積電元大24購36","","3.70"
"08791P","創意元大25售10","1.77","1.88"
"087920","建準元大24購01","1.87","2.04"
"087921","宏達電元大26購02","1.79","2.10"
"087922","美食元大24購02","","3.41"
"087923","敦泰元大27購02","0.43","0.62"
"087924","新唐元大28購02","2.09","2.23"
"087925","天鈺元大26購01","1.08","1.14"
"087926","同欣電元大24購03","1.93","2.25"
"087927","富鼎元大27購01","1.16","1.30"
"087928","臺股指元大24購38","","2.14"
"08792P","中鴻群益25售01","0.15","0.23"
"087930","臺股指元大25購62","","2.50"
"087931","臺股指元大25購63","","2.47"
"087932","元黃金凱基28購01","","1.27"
"087933","三陽凱基24購01","1.73","2.33"
"087934","台積電凱基24購23","","6.68"
"087935","義隆凱基24購03","2.90","2.86"
"087936","長榮凱基25購12","1.61","1.53"
"087937","健和興凱基24購02","1.50","1.74"
"087938","眾達凱基24購03","0.98","1.16"
"087939","乙盛凱基26購01","0.69","0.79"
"087940","中磊凱基24購04","1.23","1.46"
"087941","臺股指凱基26購32","","4.40"
"087942","臺股指凱基26購33","","4.71"
"087943","臺股指凱基26購34","","5.23"
"087944","東鹼統一27購01","","1.11"
"087945","宏達電統一25購07","1.11","1.29"
"087946","中興電國票25購02","","3.45"
"087947","華邦電國票25購01","1.48","1.67"
"087948","長榮國票25購04","1.82","1.74"
"087949","萬海國票25購03","2.98","2.35"
"08794P","聯電群益25售03","0.62","0.58"
"087951","眾達國票25購02","1.47","1.80"
"087952","元晶國票25購02","","1.44"
"087953","台積電兆豐26購06","2.25","2.41"
"087954","長榮兆豐26購02","2.01","1.77"
"087955","萬海兆豐26購02","2.09","1.69"
"087956","大立光元富27購02","3.92","3.84"
"087957","緯穎元富24購03","","4.55"
"087959","A50正2永豐24購01","","1.66"
"08795P","國巨群益23售02","0.46","0.59"
"087960","允強永豐24購02","1.26","1.37"
"087961","聯電永豐25購01","1.56","1.88"
"087962","技嘉永豐24購01","2.60","3.00"
"087963","華航永豐25購02","1.09","1.13"
"087964","嘉晶永豐24購01","","1.82"
"087965","玉晶光永豐27購01","1.74","1.98"
"087966","天鈺永豐25購01","0.82","0.89"
"087967","鈺齊永豐25購01","0.71","0.72"
"087968","元油反元大28購01","1.56","1.56"
"087969","中砂元大24購03","0.77","1.01"
"08796P","智邦群益23售05","","1.10"
"087970","台達電元大2A購02","1.83","1.99"
"087971","金寶元大24購03","","1.02"
"087972","華通元大2A購01","2.12","2.32"
"087973","台積電元大29購14","4.20","4.63"
"087974","台積電元大2A購11","4.22","4.39"
"087975","台光電元大24購07","2.62","2.91"
"087976","南亞科元大24購03","","1.57"
"087977","南亞科元大28購01","1.67","1.80"
"087978","宏達電元大2A購02","","1.96"
"087979","萬海元大24購15","2.91","2.30"
"08797P","宏碁群益24售01","","0.35"
"087980","萬海元大29購01","2.56","2.14"
"087981","奇鋐元大24購03","1.07","1.33"
"087982","玉晶光元大26購01","","2.12"
"087983","晶睿元大24購06","","4.95"
"087985","新唐元大24購05","1.51","1.69"
"087986","力積電元大24購02","2.17","2.65"
"087987","力積電元大29購01","","2.52"
"087988","滬深2X中信26購01","1.37","1.41"
"087989","技嘉中信24購01","1.24","1.43"
"08798P","大立光群益23售11","","0.17"
"087990","長榮中信26購04","1.71","1.57"
"087991","中磊中信24購01","0.58","0.72"
"087992","南電中信24購02","1.66","2.19"
"087993","南電中信27購01","2.24","2.95"
"087995","道瓊反群益28購01","0.29","0.26"
"087996","元油反群益26購02","","1.15"
"087997","友達群益24購03","","0.37"
"087998","偉詮電群益24購01","","3.80"
"087999","華航群益24購04","1.75","1.91"
"088000","華航群益24購05","1.08","1.24"
"088001","長榮航群益24購08","1.64","1.76"
"088002","晶睿群益24購04","4.17","4.37"
"088003","健策群益24購04","1.54","1.60"
"088005","世紀鋼群益24購01","","3.71"
"088006","聯電康和26購03","","4.03"
"088008","台積電康和26購02","3.04","3.56"
"088009","南亞科康和24購03","","0.60"
"08800P","群創群益23售03","","0.34"
"088010","聯詠康和26購01","2.49","2.22"
"088011","欣興康和26購01","1.68","2.40"
"088012","力積電康和24購01","2.52","2.76"
"088013","南電康和25購01","","5.85"
"088014","鴻海凱基24購09","0.81","0.99"
"088015","瑞昱凱基26購01","3.27","4.07"
"088016","南亞科凱基24購05","1.07","1.33"
"088017","大立光凱基26購01","3.36","3.46"
"088018","拓凱凱基25購01","1.18","1.31"
"088019","力智凱基24購01","","2.50"
"08801P","新唐群益25售01","","0.79"
"088020","矽創凱基24購02","1.29","1.51"
"088023","裕隆國票25購01","","11.09"
"088024","為升國票25購01","1.81","1.92"
"088025","鴻海國票27購01","","0.90"
"088026","仲琦國票24購01","0.75","1.09"
"088027","晶睿國票25購02","","3.54"
"088028","智易國票25購02","","2.13"
"088029","新唐國票25購05","","1.83"
"08802P","威鋒電群益24售01","0.71","0.64"
"088030","矽力國票25購01","1.96","2.36"
"088031","矽創國票25購04","","2.77"
"088032","振樺電國票25購02","1.08","1.64"
"088033","電子類國票24購01","","3.67"
"088034","金融類國票24購01","3.16","3.73"
"088036","陽明康和24購01","1.05","1.01"
"088037","萬海康和24購01","2.26","1.63"
"088038","台泥永豐24購02","1.67","1.65"
"088039","義隆永豐25購01","1.73","1.78"
"08803P","力積電群益23售07","","0.90"
"088040","興富發永豐24購01","1.14","1.66"
"088041","華擎永豐24購02","","4.23"
"088042","智伸科永豐24購01","","1.09"
"088043","元晶永豐24購01","","0.98"
"088044","南茂永豐24購01","0.93","1.02"
"088045","潤泰新永豐25購01","1.41","1.66"
"088046","飛宏群益24購01","2.04","2.02"
"088047","台驊控群益24購02","2.86","3.23"
"088048","揚明光群益24購01","0.85","1.33"
"088049","臻鼎群益24購02","0.87","1.41"
"08804P","鴻海凱基26售03","0.79","0.79"
"088050","啟碁群益24購01","","1.02"
"088051","力智群益24購03","1.78","2.79"
"088052","長榮統一26購14","2.89","2.68"
"088053","上銀兆豐26購01","1.31","1.40"
"088054","南亞科兆豐26購01","0.92","1.05"
"088055","友達兆豐27購01","0.31","0.44"
"088056","奇鋐兆豐27購01","0.88","1.03"
"088057","華擎兆豐25購01","4.06","3.87"
"088058","上証2X凱基25購02","","1.26"
"088059","道瓊反凱基29購01","0.31","0.26"
"08805P","友達凱基24售03","","2.25"
"088060","為升凱基26購01","1.17","1.26"
"088061","華邦電凱基24購03","0.82","1.09"
"088062","宏達電凱基24購05","2.13","2.51"
"088063","景碩凱基24購02","1.44","2.12"
"088064","嘉澤凱基24購05","","3.80"
"088065","GIS凱基24購02","2.13","1.98"
"088066","AES凱基25購03","","3.47"
"088067","南電凱基25購05","","4.74"
"088068","明基材凱基24購01","","2.52"
"088069","宏全凱基24購01","1.81","1.50"
"08806P","強茂凱基23售04","","0.68"
"088070","台積電麥證24購08","9.45","11.35"
"088071","聯發科麥證26購01","1.45","2.14"
"088072","晶睿麥證24購02","2.80","2.98"
"088073","為升中信24購01","0.75","0.77"
"088074","宏達電中信25購02","0.98","1.16"
"088075","鈺齊中信24購01","1.10","1.13"
"088076","華邦電富邦25購02","0.59","0.66"
"088077","萬海富邦25購02","0.93","0.82"
"088078","聯詠富邦24購01","1.77","1.74"
"088079","潤泰新富邦24購01","","1.08"
"08807P","華航凱基25售03","","0.74"
"088081","美指2X元富2A購01","","0.36"
"088082","台積電元富27購16","1.66","2.05"
"088083","台積電元富27購17","3.07","3.53"
"088084","富邦金元富27購01","2.92","3.46"
"088085","玉山金元富27購01","1.17","1.39"
"088086","中信金元富27購02","1.22","1.54"
"088087","晶豪科元富26購01","1.66","1.90"
"08808P","台驊控凱基24售01","0.60","0.62"
"088090","同欣電元富24購03","1.81","2.12"
"088091","GIS元富24購02","1.50","1.40"
"088093","鴻海元大2A購06","1.09","1.19"
"088095","台積電元大2A購12","","4.47"
"088096","旺宏元大24購03","","2.22"
"088097","旺宏元大29購01","","2.41"
"088098","華邦電元大24購03","","1.39"
"088099","微星元大24購04","0.92","0.91"
"08809P","晶豪科凱基23售05","","0.35"
"088100","微星元大29購01","","1.03"
"088101","宏達電元大2A購03","1.86","2.01"
"088102","長榮元大2A購08","3.38","3.10"
"088103","八方元大24購01","1.01","1.25"
"088104","聯詠元大24購06","3.16","3.28"
"088105","玉晶光元大24購02","2.44","2.83"
"088106","群創元大24購03","","0.38"
"088107","群創元大29購01","","0.61"
"088108","天鈺元大24購03","1.32","1.37"
"088109","鴻海法興24購01","0.94","1.15"
"088110","旺宏法興24購01","1.61","1.73"
"088111","聯發科法興24購02","1.72","2.88"
"088112","聯發科法興24購03","1.57","2.86"
"088113","可成法興24購01","0.79","1.07"
"088114","滬深2X國票25購03","1.24","1.14"
"088115","S&P500國票27購01","1.24","1.63"
"088116","A50正2國票25購01","1.25","1.17"
"088118","東鋼國票25購02","0.95","1.10"
"088119","華通國票25購02","","3.65"
"08811P","順德國票24售01","","0.89"
"088121","南亞科國票25購04","","0.85"
"088122","玉晶光國票25購04","","2.94"
"088123","眾達國票25購04","3.26","3.89"
"088124","道瓊銀群益28購01","","3.59"
"088125","大成鋼群益24購02","1.66","2.18"
"088126","聯電群益24購10","","4.10"
"088129","南亞科群益24購01","0.87","1.11"
"08812P","飛宏國票23售02","0.28","0.35"
"088130","聯發科群益24購07","","8.00"
"088131","宏達電群益24購05","2.64","3.30"
"088132","長榮群益27購01","4.64","4.04"
"088133","富邦金群益24購03","","4.59"
"088134","健策群益24購05","4.50","4.93"
"088135","同欣電群益24購01","3.45","4.08"
"088136","緯穎群益24購04","","3.72"
"088137","大立光永豐24購03","","2.28"
"088138","群創永豐25購02","","0.51"
"088139","臻鼎富邦24購01","0.73","1.01"
"08813P","台表科國票24售01","","1.03"
"088140","台泥麥證24購01","1.76","1.75"
"088141","仁寶麥證24購01","1.16","0.97"
"088142","台積電麥證24購10","13.90","15.03"
"088143","台積電麥證26購05","8.10","8.71"
"088144","敦泰麥證25購01","0.19","0.28"
"088146","欣興康和25購02","1.48","1.82"
"088147","景碩康和25購01","1.01","1.60"
"088148","南電康和25購02","","3.35"
"088149","滬深2X元大25購03","","1.41"
"08814P","晶碩國票24售01","","1.01"
"088150","元石油元大28購01","0.76","0.84"
"088151","台達電元大24購10","","2.48"
"088154","台積電元大2A購13","","4.33"
"088155","技嘉元大24購01","2.33","2.85"
"088156","友達元大24購10","0.31","0.43"
"088157","晶華元大24購07","4.60","4.71"
"088158","奇鋐元大24購04","1.70","2.00"
"088159","景碩元大2A購01","","2.13"
"088160","祥碩元大24購05","2.08","2.33"
"088161","瑞昱兆豐24購02","","2.02"
"088162","力積電兆豐24購03","1.07","1.19"
"088163","鴻海台新24購01","0.69","0.89"
"088164","台積電台新24購04","","3.53"
"088166","台積電統一28購03","4.88","4.88"
"088167","台灣50凱基27購06","","5.16"
"088168","T50反1凱基2A購02","","0.25"
"088169","中砂凱基24購03","1.48","1.97"
"08816P","矽創國票24售01","0.82","0.86"
"088170","東鹼凱基24購03","0.88","1.08"
"088171","台積電凱基24購25","6.45","6.88"
"088172","台積電凱基24購26","4.09","4.53"
"088173","致茂凱基24購04","1.27","1.52"
"088174","興富發凱基24購01","","1.46"
"088175","天鈺凱基25購02","1.13","1.18"
"088176","南電凱基24購08","3.81","5.47"
"088177","世紀鋼凱基25購01","3.43","3.88"
"08817P","聯發科富邦25售06","","0.49"
"088181","台積電元富27購18","3.83","4.10"
"088183","長榮元富24購19","","2.29"
"088184","長榮元富2A購05","2.90","2.68"
"088185","陽明元富27購05","2.02","1.90"
"088187","欣興第一29購02","2.27","2.53"
"088188","南電第一25購02","2.97","3.46"
"088189","台塑永豐24購01","1.40","1.67"
"08818P","力積電元富23售02","0.38","0.42"
"088190","中砂永豐24購03","1.27","1.61"
"088191","台積電永豐24購08","1.61","1.61"
"088192","長榮永豐25購02","1.83","1.63"
"088193","漢翔永豐24購01","1.25","1.38"
"088194","欣興永豐25購02","1.61","2.30"
"088195","旺宏國票24購03","1.50","1.81"
"088197","智邦國票25購01","2.20","2.47"
"088198","瑞昱國票24購01","2.58","2.91"
"088199","瑞昱國票25購01","2.39","3.27"
"08819P","南電元富23售05","","0.62"
"088200","長榮國票25購05","2.27","2.08"
"088201","奇鋐國票25購04","","5.70"
"088202","聯詠國票24購01","","4.78"
"088203","欣興國票25購04","","4.71"
"088204","正文國票25購02","1.86","2.21"
"088207","群創兆豐26購01","0.48","0.68"
"088208","華新群益24購07","","3.97"
"088209","台亞群益24購03","","1.03"
"08820P","聯電元大23售51","0.35","0.36"
"088211","欣興群益26購01","","3.22"
"088212","群創群益25購01","","0.58"
"088213","群創群益25購02","","0.34"
"088214","碩天群益24購01","1.35","2.05"
"088215","振樺電群益24購02","0.70","0.91"
"088216","光罩中信26購01","","3.52"
"088217","萬海中信24購02","1.00","0.80"
"088218","愛普中信24購01","1.31","1.73"
"088219","世紀鋼中信24購01","1.16","1.32"
"08821P","台積電元大23售62","1.50","1.43"
"088221","聯發科富邦26購01","1.75","1.77"
"088222","義隆富邦28購02","1.63","1.66"
"088224","台積電元大2A購14","","5.83"
"088225","南亞科元大24購06","","1.36"
"088226","群創元大29購02","","0.82"
"088227","鈺齊元大24購03","","1.35"
"088228","臺股指元大25購66","","2.53"
"088229","台灣50凱基26購08","","4.12"
"08822P","偉詮電元大23售03","1.66","1.46"
"088230","台灣50凱基28購01","6.05","7.23"
"088231","香港2X凱基27購02","","3.78"
"088232","美時凱基26購01","","6.95"
"088233","台積電凱基24購27","","5.27"
"088234","台積電凱基2A購07","","6.00"
"088235","台積電凱基2A購08","5.90","6.62"
"088236","南亞科凱基26購04","1.09","1.19"
"088237","南亞科凱基28購01","1.49","1.70"
"088238","緯創凱基24購01","1.92","1.27"
"088239","南茂凱基24購01","1.22","1.44"
"08823P","景碩元大23售05","0.27","0.21"
"088241","臺股指凱基24購38","","3.91"
"088245","上証2X元富24購01","","2.11"
"088246","滬深2X元富27購01","1.78","1.77"
"088247","華通元富26購01","3.67","4.06"
"088249","聯發科元富26購05","","3.80"
"08824P","日月光元大23售04","0.51","0.46"
"088250","國泰金元富24購05","","3.06"
"088251","正新麥證24購01","1.21","1.43"
"088253","永豐金麥證24購02","0.84","1.37"
"088255","A50正2國票25購02","1.57","1.53"
"088256","健策國票25購06","","4.29"
"088257","同欣電國票25購02","2.29","2.77"
"088258","中興電永豐24購02","","3.98"
"088259","台積電永豐26購02","4.01","4.55"
"08825P","祥碩元大23售04","1.09","1.12"
"088260","瑞昱永豐25購01","2.38","2.71"
"088261","長榮永豐26購02","1.90","1.72"
"088262","奇鋐永豐24購01","","3.03"
"088263","愛普永豐25購03","1.44","2.07"
"088264","力智永豐25購01","1.46","1.92"
"088265","南電永豐24購01","2.97","4.15"
"088267","道瓊反元富24購01","0.25","0.22"
"088268","裕隆元富25購01","9.25","9.73"
"088269","裕隆麥證24購01","4.84","5.46"
"08826P","鴻海兆豐26售02","","0.76"
"088270","致茂麥證24購01","1.21","1.44"
"088271","啟碁麥證26購01","","0.66"
"088273","裕隆凱基24購03","","6.90"
"088274","大立光凱基25購05","2.90","2.98"
"088275","正文凱基25購02","","0.67"
"088276","乙盛凱基25購02","0.88","1.04"
"088277","南電凱基24購09","","4.45"
"088278","奇鋐富邦26購01","0.95","1.14"
"088279","智易富邦26購01","","0.83"
"08827P","台積電兆豐24售06","0.91","0.79"
"088280","滬深2X群益26購04","3.12","2.91"
"088281","香港2X群益26購01","4.28","4.11"
"088282","裕隆群益24購01","","8.45"
"088283","裕隆群益24購02","","11.10"
"088286","旺宏群益24購03","1.43","1.56"
"088287","長榮群益25購09","1.29","1.18"
"088288","長榮航群益24購09","","3.10"
"088289","國泰金群益24購03","2.13","2.49"
"08828P","聯發科統一24售06","0.62","0.46"
"088290","眾達群益25購01","1.84","2.06"
"088291","愛普群益26購02","2.26","3.31"
"088292","晶心科群益24購01","","6.46"
"088293","矽創群益24購02","","0.83"
"088294","道瓊反元大29購01","0.37","0.33"
"088295","台泥元大24購01","1.68","1.64"
"088296","台達電元大24購12","","1.40"
"088297","台達電元大24購13","","1.83"
"088298","金寶元大24購04","0.38","0.45"
"08829P","萬海統一24售03","","0.97"
"088301","南亞科元大24購07","","0.96"
"088302","友達元大24購13","0.40","0.41"
"088303","可成元大24購05","0.62","0.91"
"088304","建漢元大24購01","1.56","1.86"
"088305","智伸科元大24購01","","1.56"
"088306","眾達元大28購01","1.45","1.57"
"088307","滬深2X國票25購04","","2.76"
"088309","第一銅國票25購01","","3.31"
"08830P","台驊控統一24售02","","0.60"
"088310","金像電國票25購04","","2.85"
"088312","瑞儀國票25購02","2.68","2.36"
"088313","南電國票25購02","4.76","7.50"
"088314","裕隆康和24購01","","5.79"
"088315","長榮航康和24購07","2.05","2.08"
"088316","台灣50永豐25購02","","2.66"
"088317","滬深2X永豐24購02","","2.65"
"088318","裕隆永豐24購01","","4.72"
"088319","台積電永豐27購01","5.95","5.95"
"08831P","中砂國泰25售01","","2.08"
"088320","香港2X群益26購02","4.71","4.68"
"088321","中興電群益24購02","","1.23"
"088322","鴻海群益24購03","0.45","0.54"
"088323","鴻海群益24購04","0.33","0.50"
"088326","萬海群益24購04","3.76","2.74"
"088327","晶豪科群益24購01","","0.97"
"088329","貿聯群益24購04","0.51","0.73"
"08832P","萬海國泰25售02","0.98","1.48"
"088330","飛捷群益24購02","","1.04"
"088331","世紀鋼群益25購01","0.89","1.02"
"088333","為升兆豐26購01","1.19","1.23"
